title,detail_url,org,price,delivery,scenarios,tags,cert_img
安全培训服务,https://dex.hubei-data.com/product/detail/586,奇安信网神信息技术（北京）股份有限公司,面议,线下交付,智慧交通，身份验证，民生服务，气象气候，金融科技，人工智能，消费互联网，智慧医疗，智慧城市，智能制造，保险科技，智慧物流，航空航天，智慧文旅，科学实验，数字政务,"['合规认证', '可交易']",
数据价值评估服务,https://dex.hubei-data.com/product/detail/585,清雁科技（北京）有限公司,面议,线下交付,智慧交通，身份验证，民生服务，气象气候，金融科技，人工智能，消费互联网，智慧医疗，智慧城市，智能制造，智慧物流，保险科技，航空航天，智慧文旅，科学实验，数字政务,"['合规认证', '可交易']",
安全通告服务,https://dex.hubei-data.com/product/detail/584,奇安信网神信息技术（北京）股份有限公司,面议,线下交付,智慧交通，身份验证，民生服务，气象气候，人工智能，金融科技，智慧医疗，消费互联网，智慧城市，智能制造，保险科技，智慧物流，航空航天，智慧文旅，科学实验，数字政务,"['合规认证', '可交易']",
天眼订阅服务-远程分析,https://dex.hubei-data.com/product/detail/583,奇安信网神信息技术（北京）股份有限公司,面议,线下交付,智慧交通，身份验证，气象气候，民生服务，金融科技，人工智能，消费互联网，智慧城市，智慧医疗，智能制造，保险科技，航空航天，智慧文旅，智慧物流，科学实验，数字政务,"['合规认证', '可交易']",
天眼订阅服务,https://dex.hubei-data.com/product/detail/582,奇安信网神信息技术（北京）股份有限公司,面议,线下交付,智慧交通，身份验证，民生服务，气象气候，人工智能，金融科技，智慧医疗，消费互联网，智能制造，智慧城市，保险科技，智慧物流，智慧文旅，航空航天，科学实验，数字政务,"['合规认证', '可交易']",
网络安全应急演练服务,https://dex.hubei-data.com/product/detail/581,奇安信网神信息技术（北京）股份有限公司,面议,线下交付,智慧交通，身份验证，气象气候，民生服务，金融科技，人工智能，智慧医疗，消费互联网，智慧城市，智能制造，保险科技，航空航天，智慧文旅，智慧物流，科学实验，数字政务,"['合规认证', '可交易']",
应急响应服务,https://dex.hubei-data.com/product/detail/580,奇安信网神信息技术（北京）股份有限公司,面议,线下交付,智慧交通，身份验证，民生服务，气象气候，金融科技，人工智能，消费互联网，智慧医疗，智慧城市，智能制造，智慧物流，保险科技，航空航天，智慧文旅，数字政务，科学实验,"['合规认证', '可交易']",
重要时期安全保障服务,https://dex.hubei-data.com/product/detail/579,奇安信网神信息技术（北京）股份有限公司,面议,线下交付,智慧交通，身份验证，气象气候，民生服务，金融科技，人工智能，智慧医疗，消费互联网，智慧城市，智能制造，保险科技，智慧物流，航空航天，智慧文旅，数字政务,"['合规认证', '可交易']",
蓝队（攻击队）评估,https://dex.hubei-data.com/product/detail/578,奇安信网神信息技术（北京）股份有限公司,面议,线下交付,智慧交通，身份验证，气象气候，民生服务，金融科技，人工智能，消费互联网，智慧医疗，智慧城市，智能制造，保险科技，智慧物流，航空航天，智慧文旅，科学实验，数字政务,"['合规认证', '可交易']",
钓鱼邮件测试服务（标准版）,https://dex.hubei-data.com/product/detail/577,奇安信网神信息技术（北京）股份有限公司,面议,线下交付,智慧交通，身份验证，气象气候，民生服务，金融科技，人工智能,"['合规认证', '可交易']",
敏感信息泄露情报服务（标准版）,https://dex.hubei-data.com/product/detail/576,奇安信网神信息技术（北京）股份有限公司,面议,线下交付,智慧交通，身份验证，气象气候，民生服务，金融科技，智慧医疗，消费互联网，人工智能，智慧城市，智能制造，保险科技，智慧物流，智慧文旅，航空航天，科学实验，数字政务,"['合规认证', '可交易']",
新系统上线前评估服务,https://dex.hubei-data.com/product/detail/575,奇安信网神信息技术（北京）股份有限公司,面议,线下交付,智慧交通，身份验证，气象气候，民生服务，金融科技，人工智能，智慧医疗，消费互联网，智慧城市，智能制造，保险科技，智慧物流，航空航天，智慧文旅，科学实验，数字政务,"['合规认证', '可交易']",
代码安全检测服务,https://dex.hubei-data.com/product/detail/574,奇安信网神信息技术（北京）股份有限公司,面议,线下交付,智慧交通，身份验证，气象气候，民生服务，金融科技，人工智能，消费互联网，智慧城市，智能制造，智慧医疗，保险科技，智慧物流，航空航天，智慧文旅，科学实验，数字政务,"['合规认证', '可交易']",
APP个人隐私合规评估,https://dex.hubei-data.com/product/detail/573,奇安信网神信息技术（北京）股份有限公司,面议,线下交付,智慧交通，身份验证，气象气候，民生服务，人工智能，智慧医疗，金融科技，消费互联网，智慧城市，智能制造，保险科技，智慧物流，航空航天，智慧文旅，科学实验，数字政务,"['合规认证', '可交易']",
APP安全测试服务,https://dex.hubei-data.com/product/detail/572,奇安信网神信息技术（北京）股份有限公司,面议,线下交付,智慧交通，身份验证，气象气候，民生服务，金融科技，人工智能，智慧医疗，消费互联网，智慧城市，智能制造，保险科技，航空航天，智慧文旅，智慧物流，科学实验，数字政务,"['合规认证', '可交易']",
渗透测试服务,https://dex.hubei-data.com/product/detail/571,奇安信网神信息技术（北京）股份有限公司,面议,线下交付,智慧交通，身份验证，气象气候，金融科技，人工智能，智慧医疗，消费互联网，民生服务，智慧城市，智能制造，保险科技，智慧物流，智慧文旅，航空航天，科学实验，数字政务,"['合规认证', '可交易']",
基础环境评估服务（漏扫基线）,https://dex.hubei-data.com/product/detail/570,奇安信网神信息技术（北京）股份有限公司,面议,线下交付,智慧交通，身份验证，气象气候，民生服务，金融科技，人工智能，智慧医疗，消费互联网，智慧城市，智能制造，保险科技，智慧物流，航空航天，智慧文旅，科学实验，数字政务,"['合规认证', '可交易']",
内网资产发现服务,https://dex.hubei-data.com/product/detail/569,奇安信网神信息技术（北京）股份有限公司,面议,线下交付,智慧交通，身份验证，气象气候，民生服务，金融科技，人工智能，智慧医疗，消费互联网，智慧城市，智能制造，保险科技，智慧物流，航空航天，智慧文旅，科学实验，数字政务,"['合规认证', '可交易']",
互联网资产发现服务,https://dex.hubei-data.com/product/detail/568,奇安信网神信息技术（北京）股份有限公司,面议,线下交付,智慧交通，身份验证，气象气候，民生服务，金融科技，人工智能，智慧医疗，消费互联网，智慧城市，智能制造，保险科技，智慧物流，智慧文旅，航空航天，科学实验，数字政务,"['合规认证', '可交易']",
数据质量评价服务,https://dex.hubei-data.com/product/detail/567,清雁科技（北京）有限公司,面议,线下交付,智慧交通，身份验证，民生服务，气象气候，金融科技，人工智能，消费互联网，智慧医疗，智慧城市，智能制造，智慧物流，保险科技，航空航天，智慧文旅，科学实验，数字政务,"['合规认证', '可交易']",
数据治理平台,https://dex.hubei-data.com/product/detail/547,深圳市华傲数据技术有限公司,面议,线下交付,智慧交通，身份验证，民生服务，气象气候，金融科技，人工智能，智慧医疗，消费互联网，智慧城市，智能制造，保险科技，智慧物流，智慧文旅，航空航天，科学实验，数字政务,"['合规认证', '可交易']",
海钓活动统计分析服务,https://dex.hubei-data.com/product/detail/544,杭州趣链科技有限公司,面议,线下交付,智慧文旅，智慧物流，数字政务，智慧交通,"['合规认证', '可交易']",
海洋应急预警服务,https://dex.hubei-data.com/product/detail/543,杭州趣链科技有限公司,面议,线下交付,气象气候，智慧交通，航空航天，科学实验，保险科技,"['合规认证', '可交易']",
海钓装备租赁推荐服务,https://dex.hubei-data.com/product/detail/542,杭州趣链科技有限公司,面议,线下交付,消费互联网，智慧物流，智慧文旅，数字政务,"['合规认证', '可交易']",
海洋生物资源数据服务,https://dex.hubei-data.com/product/detail/537,杭州趣链科技有限公司,面议,线下交付,科学实验，智慧物流，智慧文旅，智慧城市,"['合规认证', '可交易']",
钓点热度分析服务,https://dex.hubei-data.com/product/detail/536,杭州趣链科技有限公司,面议,线下交付,消费互联网，智慧文旅，数字政务，科学实验，智慧物流,"['合规认证', '可交易']",
气象数据服务,https://dex.hubei-data.com/product/detail/535,杭州趣链科技有限公司,面议,线下交付,气象气候，保险科技，智慧文旅，智慧物流，智慧城市，科学实验,"['合规认证', '可交易']",
数据流通合规审计服务,https://dex.hubei-data.com/product/detail/534,杭州趣链科技有限公司,面议,线下交付,人工智能，金融科技，数字政务，智慧物流,"['合规认证', '可交易']",
跨行业数据协同服务,https://dex.hubei-data.com/product/detail/533,杭州趣链科技有限公司,面议,线下交付,人工智能，消费互联网，智能制造，智慧物流，智慧文旅，数字政务，金融科技，智慧交通，智慧医疗,"['合规认证', '可交易']",
区块链算力优化服务,https://dex.hubei-data.com/product/detail/532,杭州趣链科技有限公司,面议,线下交付,智慧交通，人工智能，智能制造，智慧物流，数字政务，科学实验,"['合规认证', '可交易']",
数据动态分析报告服务,https://dex.hubei-data.com/product/detail/531,杭州趣链科技有限公司,面议,线下交付,人工智能，金融科技，数字政务，智慧物流，智慧交通，智能制造，科学实验，智慧文旅,"['合规认证', '可交易']",
数据协同优化服务,https://dex.hubei-data.com/product/detail/530,杭州趣链科技有限公司,面议,线下交付,智慧交通，人工智能，智能制造，智慧物流，数字政务，科学实验，智慧文旅，智慧城市，智慧医疗，金融科技,"['合规认证', '可交易']",
数据共享追踪服务,https://dex.hubei-data.com/product/detail/529,杭州趣链科技有限公司,面议,线下交付,智慧交通，人工智能，智能制造，智慧物流，数字政务，智慧医疗，民生服务,"['合规认证', '可交易']",
数据风险监控服务,https://dex.hubei-data.com/product/detail/528,杭州趣链科技有限公司,面议,线下交付,金融科技，智能制造，智慧物流，人工智能，数字政务，保险科技，消费互联网，智慧文旅，科学实验，智慧医疗，智慧交通，智慧城市,"['合规认证', '可交易']",
数据交易合规审查服务,https://dex.hubei-data.com/product/detail/527,杭州趣链科技有限公司,面议,线下交付,人工智能，数字政务，智慧物流，智慧城市，智慧医疗，智慧交通,"['合规认证', '可交易']",
数据目录管理与优化服务,https://dex.hubei-data.com/product/detail/526,杭州趣链科技有限公司,面议,线下交付,智慧交通，智慧城市，智慧医疗，人工智能，智慧物流，智能制造，数字政务，智慧文旅，科学实验，金融科技,"['合规认证', '可交易']",
智能合约数据交易服务,https://dex.hubei-data.com/product/detail/525,杭州趣链科技有限公司,面议,线下交付,智慧交通，金融科技，人工智能，消费互联网，智慧物流，智慧文旅，数字政务,"['合规认证', '可交易']",
分布式数据存储服务,https://dex.hubei-data.com/product/detail/522,杭州趣链科技有限公司,面议,线下交付,智慧交通，智慧医疗，智慧城市，智能制造，智慧物流，智慧文旅，数字政务，科学实验，气象气候，人工智能，金融科技，保险科技，消费互联网,"['合规认证', '可交易']",
数据隐私保护与共享服务,https://dex.hubei-data.com/product/detail/521,杭州趣链科技有限公司,面议,线下交付,人工智能，智慧交通，智慧文旅，智慧物流，智慧城市，数字政务，科学实验，金融科技，智慧医疗，保险科技，智能制造，消费互联网,"['合规认证', '可交易']",
数据交易价值评估服务,https://dex.hubei-data.com/product/detail/518,杭州趣链科技有限公司,面议,线下交付,智慧交通，人工智能，消费互联网，智能制造，智慧物流，智慧文旅，数字政务，智慧医疗，金融科技，保险科技,"['合规认证', '可交易']",
律师服务推荐,https://dex.hubei-data.com/product/detail/517,杭州趣链科技有限公司,面议,线下交付,民生服务，智慧城市，数字政务，保险科技，金融科技,"['合规认证', '可交易']",
数据公证服务接口,https://dex.hubei-data.com/product/detail/516,杭州趣链科技有限公司,面议,线下交付,身份验证，民生服务，数字政务，智慧城市，金融科技，保险科技,"['合规认证', '可交易']",
数据侵权取证服务,https://dex.hubei-data.com/product/detail/515,杭州趣链科技有限公司,面议,线下交付,身份验证，民生服务，金融科技，保险科技，智能制造，数字政务，科学实验，消费互联网，智慧医疗,"['合规认证', '可交易']",
数据监测服务,https://dex.hubei-data.com/product/detail/514,杭州趣链科技有限公司,面议,线下交付,智慧交通，气象气候，民生服务，人工智能，金融科技，智慧医疗，智能制造，智慧城市，智慧物流，智慧文旅，数字政务，科学实验，保险科技,"['合规认证', '可交易']",
数据存证确权服务,https://dex.hubei-data.com/product/detail/512,杭州趣链科技有限公司,面议,线下交付,金融科技，智慧交通，智慧医疗，智慧城市，智能制造，智慧物流，智慧文旅，数字政务，科学实验，保险科技，民生服务，消费互联网,"['合规认证', '可交易']",
数据供需对接服务,https://dex.hubei-data.com/product/detail/511,杭州趣链科技有限公司,面议,线下交付,智慧交通，金融科技，智能制造，智慧城市，智慧物流，智慧文旅，数字政务，智慧医疗，保险科技，民生服务,"['合规认证', '可交易']",
港澳台通行证OCR识别,https://dex.hubei-data.com/product/detail/463,贵州数据宝网络科技有限公司,面议,线下交付,身份验证，人工智能,"['合规认证', '可交易']",
港澳台居民居住证OCR识别,https://dex.hubei-data.com/product/detail/462,贵州数据宝网络科技有限公司,面议,线下交付,身份验证，人工智能,"['合规认证', '可交易']",
数字活体检测,https://dex.hubei-data.com/product/detail/460,贵州数据宝网络科技有限公司,面议,线下交付,身份验证，人工智能,"['合规认证', '可交易']",
车辆运力评估,https://dex.hubei-data.com/product/detail/459,贵州数据宝网络科技有限公司,面议,API接口,智慧交通,"['合规认证', '可交易']",
全国车辆配置查验,https://dex.hubei-data.com/product/detail/457,贵州数据宝网络科技有限公司,面议,API接口,智慧交通，消费互联网,"['合规认证', '可交易']",
企业二要素验证,https://dex.hubei-data.com/product/detail/452,贵州数据宝网络科技有限公司,面议,API接口,消费互联网，民生服务,"['合规认证', '可交易']",
车辆通行费用评估,https://dex.hubei-data.com/product/detail/451,贵州数据宝网络科技有限公司,面议,API接口,智慧交通,"['合规认证', '可交易']",
企业失信被执行人查验,https://dex.hubei-data.com/product/detail/447,贵州数据宝网络科技有限公司,面议,API接口,身份验证，智慧城市,"['合规认证', '可交易']",
全网手机二要素验证（证件号+手机号）,https://dex.hubei-data.com/product/detail/444,贵州数据宝网络科技有限公司,面议,API接口,人工智能，消费互联网,"['合规认证', '可交易']",
全网手机二要素验证（姓名+手机号）,https://dex.hubei-data.com/product/detail/443,贵州数据宝网络科技有限公司,面议,API接口,人工智能，消费互联网,"['合规认证', '可交易']",
数据质量评估（治理）服务,https://dex.hubei-data.com/product/detail/397,北京航天紫光科技有限公司,面议,线下交付,智慧交通，气象气候，金融科技，智慧医疗，智慧城市，保险科技，航空航天，数字政务，人工智能，消费互联网，智能制造，智慧物流，智慧文旅,"['合规认证', '可交易']",
数据产品规划（研发）服务,https://dex.hubei-data.com/product/detail/396,北京航天紫光科技有限公司,面议,线下交付,智慧交通，金融科技，气象气候，智慧医疗，智慧城市，保险科技，航空航天，数字政务，人工智能，消费互联网，智能制造，智慧物流，智慧文旅,"['合规认证', '可交易']",
数据资源盘点（整合）服务,https://dex.hubei-data.com/product/detail/343,北京航天紫光科技有限公司,面议,线下交付,智慧交通，气象气候，金融科技，智慧医疗，智慧城市，保险科技，航空航天，数字政务，智慧文旅，智慧物流，智能制造，消费互联网，人工智能,"['合规认证', '可交易']",
律师服务（法律尽调与合规评估）,https://dex.hubei-data.com/product/detail/339,上海中联（武汉）律师事务所,面议,线下交付,智慧交通，身份验证，民生服务，气象气候，金融科技，人工智能，智慧医疗，消费互联网，智慧城市，保险科技，智慧物流，智慧文旅，航空航天，科学实验，数字政务，智能制造,['可交易'],
数据资产盘点服务,https://dex.hubei-data.com/product/detail/322,贵州数据宝网络科技有限公司,面议,线下交付,智慧交通，身份验证，民生服务，气象气候，金融科技，人工智能，消费互联网，智慧医疗，智慧城市，智能制造，智慧物流，保险科技，航空航天，智慧文旅，科学实验，数字政务,"['合规认证', '可交易']",
数据质量测评服务,https://dex.hubei-data.com/product/detail/321,贵州数据宝网络科技有限公司,面议,线下交付,智慧交通，身份验证，民生服务，气象气候，金融科技，人工智能，消费互联网，智慧医疗，智慧城市，智能制造，智慧物流，保险科技，航空航天，智慧文旅，科学实验，数字政务,"['合规认证', '可交易']",
数据资产入表咨询服务,https://dex.hubei-data.com/product/detail/320,中兴财光华会计师事务所（特殊普通合伙）,面议,线下交付,智慧交通，身份验证，民生服务，气象气候，金融科技，人工智能，智慧医疗，消费互联网，智慧城市，智能制造，保险科技，智慧物流，航空航天，智慧文旅，科学实验，数字政务,['可交易'],
数据产品设计,https://dex.hubei-data.com/product/detail/316,贵州数据宝网络科技有限公司,面议,线下交付,身份验证，智慧交通，气象气候，民生服务，人工智能，金融科技，智慧医疗，消费互联网，智能制造，智慧城市，保险科技，智慧物流，智慧文旅，航空航天，科学实验，数字政务,"['合规认证', '可交易']",
数据资产入表,https://dex.hubei-data.com/product/detail/314,亚信科技(中国)有限公司,面议,线下交付,智慧交通，金融科技，智慧医疗，智慧城市，保险科技，数字政务，民生服务，人工智能，智能制造，智慧物流，智慧文旅,"['合规认证', '可交易']",
数据资产评估,https://dex.hubei-data.com/product/detail/313,湖北永信行房地产土地资产评估咨询有限公司,面议,线下交付,智慧交通，气象气候，金融科技，智慧医疗，智慧城市，保险科技，数字政务，民生服务，人工智能，消费互联网，智能制造，智慧物流，智慧文旅,['可交易'],
资产评估,https://dex.hubei-data.com/product/detail/311,湖北玖誉房地产评估有限公司,面议,线下交付,智慧交通，身份验证，气象气候，民生服务，金融科技，人工智能，智慧医疗，消费互联网，智慧城市，智能制造，保险科技，智慧物流，航空航天，智慧文旅，科学实验，数字政务,['可交易'],
数据资产入表,https://dex.hubei-data.com/product/detail/310,杭州趣链科技有限公司,面议,线下交付,智慧交通，身份验证，民生服务，气象气候，人工智能，金融科技，智慧医疗，消费互联网，智慧城市，智能制造，智慧物流，保险科技，航空航天，智慧文旅，科学实验，数字政务,"['合规认证', '可交易']",
中科通达智慧社区综合服务平台,https://dex.hubei-data.com/product/detail/309,武汉中科通达高新技术股份有限公司,面议,线下交付,民生服务，人工智能，智慧城市,"['合规认证', '可交易']",
中科通达情指行一体化平台,https://dex.hubei-data.com/product/detail/308,武汉中科通达高新技术股份有限公司,面议,线下交付,智慧交通，智慧城市，人工智能，民生服务,"['合规认证', '可交易']",
中科通达交通综合管控平台,https://dex.hubei-data.com/product/detail/307,武汉中科通达高新技术股份有限公司,面议,线下交付,智慧交通，智慧城市，人工智能，民生服务,"['合规认证', '可交易']",
中科通达智瞳视觉中台,https://dex.hubei-data.com/product/detail/306,武汉中科通达高新技术股份有限公司,面议,线下交付,智慧交通，智慧城市，人工智能,"['合规认证', '可交易']",
中科通达视频中台,https://dex.hubei-data.com/product/detail/305,武汉中科通达高新技术股份有限公司,面议,线下交付,智慧交通，智慧城市，民生服务，人工智能,"['合规认证', '可交易']",
数据资产入表咨询,https://dex.hubei-data.com/product/detail/304,南京金宁汇科技有限公司,面议,线下交付,智慧交通，智慧城市，数字政务，智慧物流，智慧文旅，智能制造，民生服务，智慧医疗，科学实验，身份验证，消费互联网,['可交易'],
数据资产入表专项服务,https://dex.hubei-data.com/product/detail/303,湖北数据集团有限公司,面议,线下交付,智慧交通，气象气候，身份验证，民生服务，金融科技，人工智能，智慧医疗，消费互联网，智慧城市，智能制造，保险科技，智慧物流，航空航天，智慧文旅，科学实验，数字政务,"['合规认证', '可交易']",
金融业务风险分析预警模型,https://dex.hubei-data.com/product/detail/301,咸宁金融投资集团有限责任公司,面议,API接口,金融科技,"['合规认证', '可交易']",
数据处理及加工服务,https://dex.hubei-data.com/product/detail/300,亚信科技(中国)有限公司,面议,线下交付,智慧交通，智慧城市，数字政务，人工智能，身份验证，民生服务，智能制造，智慧文旅,"['合规认证', '可交易']",
数据资产入表服务,https://dex.hubei-data.com/product/detail/295,贵州数据宝网络科技有限公司,面议,线下交付,智慧交通，身份验证，民生服务，气象气候，金融科技，人工智能，消费互联网，智慧城市，智能制造，智慧医疗，保险科技，智慧物流，智慧文旅，航空航天，科学实验，数字政务,"['合规认证', '可交易']",
数据要素×一站式法律服务,https://dex.hubei-data.com/product/detail/293,北京市京师（上海）律师事务所,面议,线下交付,智慧交通，消费互联网，人工智能，气象气候，身份验证，民生服务，金融科技，智慧医疗，智慧城市，智能制造，智慧物流，保险科技，航空航天，智慧文旅，数字政务,['可交易'],
中科通达数据中台,https://dex.hubei-data.com/product/detail/292,武汉中科通达高新技术股份有限公司,面议,线下交付,智慧交通，金融科技，数字政务，民生服务，智慧城市，人工智能,"['合规认证', '可交易']",
中科通达视频图像综合应用平台,https://dex.hubei-data.com/product/detail/291,武汉中科通达高新技术股份有限公司,面议,线下交付,智慧交通，智慧城市，民生服务，人工智能,"['合规认证', '可交易']",
中科通达数智云OS,https://dex.hubei-data.com/product/detail/290,武汉中科通达高新技术股份有限公司,面议,线下交付,智慧交通，金融科技，数字政务，人工智能，民生服务,"['合规认证', '可交易']",
中科通达智慧运维管理平台,https://dex.hubei-data.com/product/detail/289,武汉中科通达高新技术股份有限公司,面议,线下交付,智慧交通，智慧城市，数字政务，人工智能,"['合规认证', '可交易']",
中科通达企业数字化运营管理平台,https://dex.hubei-data.com/product/detail/286,武汉中科通达高新技术股份有限公司,面议,线下交付,数字政务，人工智能,"['合规认证', '可交易']",
楼宇智慧运营产品,https://dex.hubei-data.com/product/detail/284,武汉洪山科技投资集团有限公司,面议,下载地址,智慧城市，民生服务,"['合规认证', '可交易']",
管网跟踪维护数据集,https://dex.hubei-data.com/product/detail/277,武汉光谷信息管网投资有限公司,面议,下载地址,智慧交通，智慧城市，数字政务，人工智能，智能制造，智慧物流，民生服务,"['合规认证', '可交易']",
BRT站点日客流分析,https://dex.hubei-data.com/product/detail/274,宜昌城发大数据有限公司,面议,下载地址,智慧城市，消费互联网，智慧文旅,"['合规认证', '可交易']",
农村人口聚集区产品,https://dex.hubei-data.com/product/detail/272,中科宇图科技股份有限公司,面议,下载地址,智慧城市，民生服务，数字政务,"['合规认证', '可交易']",
全国兴趣点POI产品,https://dex.hubei-data.com/product/detail/271,中科宇图科技股份有限公司,面议,下载地址,智慧城市，智慧交通，智慧物流，民生服务，金融科技,"['合规认证', '可交易']",
标准地址产品（12级）,https://dex.hubei-data.com/product/detail/269,中科宇图科技股份有限公司,面议,下载地址,智慧交通，智慧城市，保险科技，金融科技，数字政务，民生服务，人工智能，智慧物流，智慧文旅，智慧医疗,"['合规认证', '可交易']",
人工智能红绿灯系统,https://dex.hubei-data.com/product/detail/267,汉江智行科技有限公司,面议,下载地址,智慧交通，智慧城市，科学实验，民生服务，人工智能，智慧物流,"['合规认证', '可交易']",
全渠道智能零售生态数据应用,https://dex.hubei-data.com/product/detail/265,武汉家家养的牛生物科技有限公司,面议,下载地址,暂无,"['合规认证', '可交易']",
企业详情信息核验--测试,https://dex.hubei-data.com/product/detail/264,贵州数据宝网络科技有限公司,面议,下载地址,暂无,"['合规认证', '可交易']",
2023年江西省招投标项目统计分析报告,https://dex.hubei-data.com/product/detail/263,江西省政服通信息技术有限公司,面议,下载地址,智慧交通，金融科技，人工智能，智慧城市，智慧医疗，数字政务，民生服务，智能制造，消费互联网，智慧文旅,"['合规认证', '可交易']",
数据运营服务,https://dex.hubei-data.com/product/detail/262,江西省政服通信息技术有限公司,面议,线下交付,暂无,"['合规认证', '可交易']",
企业融资担保业务数据集,https://dex.hubei-data.com/product/detail/261,武汉光谷科技融资担保有限公司,面议,下载地址,金融科技,"['合规认证', '可交易']",
平安指数,https://dex.hubei-data.com/product/detail/258,全景智联（武汉）科技有限公司,面议,下载地址,智慧城市，数字政务，身份验证，民生服务，人工智能,"['合规认证', '可交易']",
平安监测,https://dex.hubei-data.com/product/detail/257,全景智联（武汉）科技有限公司,面议,下载地址,身份验证，人工智能，民生服务，数字政务，智慧城市,"['合规认证', '可交易']",
极验IP风险库,https://dex.hubei-data.com/product/detail/256,武汉极意网络科技有限公司,面议,API接口,智慧交通，金融科技，智慧城市，数字政务，身份验证，人工智能，消费互联网，智慧文旅，民生服务,"['合规认证', '可交易']",
