auditStatus,auditStatusName,dataProductDescription,dataProductType,dataProductTypeLabel,dataProductTypeName,flag,how,id,industry,industryList,industryListLabel,industryName,industrySectorType,industrySectorTypeLabel,industrySectorTypeList,name,node,productProviderName,productStatus,productStatusName,purchasePrice,rn,sceneCategoryType,sceneCategoryTypeLabel,sceneCategoryTypeList
3,,"针对车辆偏离车道的检测，通过车道线识别算法判断，当车轮外沿接近/越过车道线某个距离（可配置，范围为正负20cm，默认值为-20cm，即越过车道线20cm），启动报警。
",4,数据报告,,0,1,1147245670076399616,3,[3],"[""教育科技""]",,3,青易险,,ADAS车道偏离检测算法,一级审批,青岛海信网络科技股份有限公司,2,,按需可议,,,,
3,,提供典型行业的电商数据分析工作流和API服务，以核心指标的报告和数据包作为交付，以表格和文字的形式呈现，包括销量、销售额、转化率、竞争对比、用户口碑等标签和数据列。,2,数据集,,0,3,1180924863097946112,20,[20],"[""其他""]",,6,青易保,,电商数据分析数据集,一级审批,青岛千瑞数联信息技术有限公司,2,,可面议,,,,
3,,帮助广告主衡量在互联网的整体品牌声量和广告投放效率，比较各平台的热度、评估互动率和健康指数。,2,数据集,,0,3,1180909443456516096,20,[20],"[""其他""]",,6,青易保,,跨媒体视频广告互动营销效果模型,一级审批,青岛南罗岛科技发展有限公司,2,,可面议,,,,
3,," 浩鲸科技围绕数据治理咨询方法、数据资产持续运营，通过“盘一规一融一评”数据治理的四轮驱动法，为客户提供数据治理方法论、平台工具及服务，助力行业客户快速构建体系化、平台化、高效化的数据治理能力，加快行业客户数字化转型进程。
浩鲸数据治理服务，形成了统一平台、统一数据标准体系以及统一指标体系；
1、形成包括数据归集规范、数据开发规范、数据服务规范、数据模型标准规范、数据质量规范、数据安全规范等统一的标准规范体系，指导数据中台、数据治理和数据应用建设。
2、统一平台开始数据治理实施，实现数据统一接入、统一链路，对实时数据、离线数据、iot数据等外部数据进行统一管理，并对外统一提供数据共享服务；
3、统一的指标体系，支撑精准分析和运营；跟踪指标数据质量，确定数据质量规则并配置定期稽核。
4、数据落库管理，对标指标库，提供数据回溯，同时也为后续数据共享与应用提供数据基础。",4,数据报告,,0,1,1174338668637274112,20,[20],"[""其他""]",,,,,数据治理服务,一级审批,浩鲸云计算科技股份有限公司,2,,按需可议,,,,
3,,面对青岛各行业经济景气分析的需求，通过整合各行业日电量核心数据，以标准化数据治理为抓手赋能电力经济态势研判。,4,数据报告,,0,1,1170161252691951616,20,[20],"[""其他""]",,6,青易保,,电力看行业数据产品,一级审批,国网山东省电力公司青岛供电公司,2,,协商议价,,12,其他,
3,,为客户提供短时预报、短期预报、七天预报、预警等信息,1,API,,0,1,1190714698847305728,6,[6],"[""社保就业""]",,6,青易保,,青岛市气象预报预警产品数据集,一级审批,青岛市气象台（青岛市海洋气象台）,2,,面议,,12,其他,
3,,基于本地化强对流、大风、海雾客观方法、多波段雷达组网融合分析产品，精准分5个海区进行每日两次未来72小时预报、分批次靶向早期预警，最大限度提高海上作业、处置效率。,1,API,,0,1,1190713714569986048,6,[6],"[""社保就业""]",,6,青易保,,青岛市海区分区预报预警产品,一级审批,青岛市气象台（青岛市海洋气象台）,2,,面议,,12,其他,
3,,"""本算法面向城市街道、园区、车站等检测区域，通过实时视频监控，对桶口/桶盖朝上的垃圾桶进行检测，对仓满溢出的垃圾桶进行预警，报警结果包括垃圾桶满溢告警图片、告警时间、告警区域。支持有盖无盖、多种颜色、多种款式、多种尺寸的垃圾桶满溢检测。报警结果可联动第三方业务系统平台，辅助改善市容环境，提高城市环境治理效率和效果。
算法精度：准确率≥90%，召回率≥90%""
",4,数据报告,,0,1,1146116875785224192,3,[3],"[""教育科技""]",,3,青易险,,垃圾桶满溢算法,一级审批,青岛海信网络科技股份有限公司,2,,按需可议,,,,
3,,"""本算法可实时检测工地和化工园场景下的佩戴安全帽行为，通过视频监控，对检测区域内的人头和佩戴安全帽的行为进行检测，当检测到未佩戴安全帽的人头且持续时间超过指定时间（支持用户自定义），则告警，报警结果包括未佩戴安全帽告警图片、告警时间、告警点位。算法支持红、黄、蓝色安全帽检测，支持最小检测目标30*30像素、最大检测目标100*100像素（以1920*1080为例）。
算法精度：准确率≥90%，召回率≥90%""
",4,数据报告,,0,1,1146131742378311680,3,[3],"[""教育科技""]",,3,青易险,,安全帽检测算法,一级审批,青岛海信网络科技股份有限公司,2,,按需可议,,,,
3,,"""面向城市道路低洼处、桥洞口、隧道等容易出现积水的区域，城市积水检测算法可检测划定区域内积水的位置、面积，支持同一画面区域多个积水点的检测，支持黄色、浑浊等多种类型积水的检测，当检测到积水范围大于设定积水阈值区域时，则立即告警，报警信息包括积水告警图片、告警时间和告警区域。
算法精度：准确率≥95%，召回率≥90%""
",4,数据报告,,0,1,1146114726896484352,3,[3],"[""教育科技""]",,3,青易险,,城市积水检测算法,一级审批,青岛海信网络科技股份有限公司,2,,按需可议,,,,
3,,青岛范围24小时内、1小时分辨率，温度、风、降水量等6种气象要素0.5*0.5公里（关键区域0.1*0.1公里）网格预报数据集。,1,API,,0,1,1190715631413051392,6,[6],"[""社保就业""]",,6,青易保,,海陆一体快速更新无缝隙智能预报系统,一级审批,青岛市气象台（青岛市海洋气象台）,2,,面议,,12,其他,
3,,基于EC细网格模式预报产品，利用支持向量机技术，将观测数据和数值模式预报结果通过回归分析，得到风速预报偏差订正的一般规律，完成大风客观预报模型，生成青岛近海站点的时间分辨率3h的风速客观预报产品。,1,API,,0,1,1190706784648642560,6,[6],"[""社保就业""]",,6,青易保,,青岛沿海大风客观预报产品,一级审批,青岛市气象台（青岛市海洋气象台）,2,,面议,,12,其他,
3,,基于EC细网格模式预报产品，利用支持向量机技术，将观测数据和数值模式预报结果通过回归分析，得到风速预报偏差订正的一般规律，完成大风客观预报模型，生成青岛近海站点的时间分辨率3h的风速客观预报产品。,1,API,,0,1,1190706784648642560,6,[6],"[""社保就业""]",,6,青易保,,青岛沿海大风客观预报产品,一级审批,青岛市气象台（青岛市海洋气象台）,2,,面议,,12,其他,
3,,"""本算法面向城市街道、园区、车站等检测区域，通过实时视频监控，对桶口/桶盖朝上的垃圾桶进行检测，对仓满溢出的垃圾桶进行预警，报警结果包括垃圾桶满溢告警图片、告警时间、告警区域。支持有盖无盖、多种颜色、多种款式、多种尺寸的垃圾桶满溢检测。报警结果可联动第三方业务系统平台，辅助改善市容环境，提高城市环境治理效率和效果。
算法精度：准确率≥90%，召回率≥90%""
",4,数据报告,,0,1,1146116875785224192,3,[3],"[""教育科技""]",,3,青易险,,垃圾桶满溢算法,一级审批,青岛海信网络科技股份有限公司,2,,按需可议,,,,
3,,基于本地化强对流、大风、海雾客观方法、多波段雷达组网融合分析产品，精准分5个海区进行每日两次未来72小时预报、分批次靶向早期预警，最大限度提高海上作业、处置效率。,1,API,,0,1,1190713714569986048,6,[6],"[""社保就业""]",,6,青易保,,青岛市海区分区预报预警产品,一级审批,青岛市气象台（青岛市海洋气象台）,2,,面议,,12,其他,
3,,"针对车辆偏离车道的检测，通过车道线识别算法判断，当车轮外沿接近/越过车道线某个距离（可配置，范围为正负20cm，默认值为-20cm，即越过车道线20cm），启动报警。
",4,数据报告,,0,1,1147245670076399616,3,[3],"[""教育科技""]",,3,青易险,,ADAS车道偏离检测算法,一级审批,青岛海信网络科技股份有限公司,2,,按需可议,,,,
3,,"""面向城市道路低洼处、桥洞口、隧道等容易出现积水的区域，城市积水检测算法可检测划定区域内积水的位置、面积，支持同一画面区域多个积水点的检测，支持黄色、浑浊等多种类型积水的检测，当检测到积水范围大于设定积水阈值区域时，则立即告警，报警信息包括积水告警图片、告警时间和告警区域。
算法精度：准确率≥95%，召回率≥90%""
",4,数据报告,,0,1,1146114726896484352,3,[3],"[""教育科技""]",,3,青易险,,城市积水检测算法,一级审批,青岛海信网络科技股份有限公司,2,,按需可议,,,,
3,,该产品通过分析社交媒体的公开内容（如：热门话题、评论情绪）以及融合其他数据源，来构建更立体的用户兴趣图谱。,2,数据集,,0,3,1180878499404136448,20,[20],"[""其他""]",,6,青易保,,社媒热门话题标签映射数据,一级审批,青岛南罗岛科技发展有限公司,2,,可面议,,,,
3,,帮助广告主衡量在互联网的整体品牌声量和广告投放效率，比较各平台的热度、评估互动率和健康指数。,2,数据集,,0,3,1180909443456516096,20,[20],"[""其他""]",,6,青易保,,跨媒体视频广告互动营销效果模型,一级审批,青岛南罗岛科技发展有限公司,2,,可面议,,,,
3,,"""本算法可实时检测工地和化工园场景下的佩戴安全帽行为，通过视频监控，对检测区域内的人头和佩戴安全帽的行为进行检测，当检测到未佩戴安全帽的人头且持续时间超过指定时间（支持用户自定义），则告警，报警结果包括未佩戴安全帽告警图片、告警时间、告警点位。算法支持红、黄、蓝色安全帽检测，支持最小检测目标30*30像素、最大检测目标100*100像素（以1920*1080为例）。
算法精度：准确率≥90%，召回率≥90%""
",4,数据报告,,0,1,1146131742378311680,3,[3],"[""教育科技""]",,3,青易险,,安全帽检测算法,一级审批,青岛海信网络科技股份有限公司,2,,按需可议,,,,
3,,面对青岛各行业经济景气分析的需求，通过整合各行业日电量核心数据，以标准化数据治理为抓手赋能电力经济态势研判。,4,数据报告,,0,1,1170161252691951616,20,[20],"[""其他""]",,6,青易保,,电力看行业数据产品,一级审批,国网山东省电力公司青岛供电公司,2,,协商议价,,12,其他,
3,,提供基于公开的基准数据集、商业数据集、定制构建数据集，并提供行业视频内容训练和优化行业专业AI模型（如：行为识别、质量检测、内容分析、品牌调研等）的关键资源。,2,数据集,,0,3,1180923799023992832,20,[20],"[""其他""]",,6,青易保,,行业视频内容数据集,一级审批,青岛千瑞数联信息技术有限公司,2,,可面议,,,,
3,,为客户提供短时预报、短期预报、七天预报、预警等信息,1,API,,0,1,1190714698847305728,6,[6],"[""社保就业""]",,6,青易保,,青岛市气象预报预警产品数据集,一级审批,青岛市气象台（青岛市海洋气象台）,2,,面议,,12,其他,
3,,浩鲸大数据平台围绕企业级数据的采、存、管、通和用等方面数据生产加工利用的全过程，打造以用户为中心的一站式工作台，提供覆盖数据的规划设计、采集汇聚、开发治理、资产管理、服务共享、监控运维和分析应用全流程的一站式数据生产与管理能力，以及多行业大数据建设经验沉淀的标准化行业数据体系模板，帮助客户敏捷构建完整的数据治理体系能力，实现全域数据的归集治理、数据质量改善提升、数据资产持续沉淀、数据资源共享流通，数据价值不断释放，为客户数字化转型注智赋能。,4,数据报告,,0,1,1174345651213910016,20,[20],"[""其他""]",,,,,大数据平台,一级审批,浩鲸云计算科技股份有限公司,2,,一次性,,,,
3,,针对青岛环胶州湾以及城内高速路、快速路等重点路段，精确到路网桩号对应大雾、道路结冰、大风、强降水等交通管控阈值数据，使用无缝隙快速更新一张网对上述灾害性天气要素进行路段预报，提供智能监测和交通管控风险预警服务。实现高影响天气风险识别预警、高速路监测预警气象信息发布等。,1,API,,0,1,1190712953870041088,6,[6],"[""社保就业""]",,6,青易保,,青岛市公路交通气象风险预警产品,一级审批,青岛市气象台（青岛市海洋气象台）,2,,面议,,12,其他,
3,,基于EC细网格模式预报产品，利用支持向量机技术，将观测数据和数值模式预报结果通过回归分析，得到风速预报偏差订正的一般规律，完成大风客观预报模型，生成青岛近海站点的时间分辨率3h的风速客观预报产品。,1,API,,0,1,1190706784648642560,6,[6],"[""社保就业""]",,6,青易保,,青岛沿海大风客观预报产品,一级审批,青岛市气象台（青岛市海洋气象台）,2,,面议,,12,其他,
3,,青岛市区域空间分辨率1至5km，时间分辨率分钟至小时的气温、气压、风速、湿度、降水等要素格点数据。,1,API,,0,1,1190714142992973824,6,[6],"[""社保就业""]",,6,青易保,,青岛市气象格点实况融合分析数据,一级审批,青岛市气象台（青岛市海洋气象台）,2,,面议,,12,其他,
3,,提供典型行业的电商数据分析工作流和API服务，以核心指标的报告和数据包作为交付，以表格和文字的形式呈现，包括销量、销售额、转化率、竞争对比、用户口碑等标签和数据列。,2,数据集,,0,3,1180924863097946112,20,[20],"[""其他""]",,6,青易保,,电商数据分析数据集,一级审批,青岛千瑞数联信息技术有限公司,2,,可面议,,,,
3,,"""本算法面向城市街道、园区、车站等检测区域，通过实时视频监控，对桶口/桶盖朝上的垃圾桶进行检测，对仓满溢出的垃圾桶进行预警，报警结果包括垃圾桶满溢告警图片、告警时间、告警区域。支持有盖无盖、多种颜色、多种款式、多种尺寸的垃圾桶满溢检测。报警结果可联动第三方业务系统平台，辅助改善市容环境，提高城市环境治理效率和效果。
算法精度：准确率≥90%，召回率≥90%""
",4,数据报告,,0,1,1146116875785224192,3,[3],"[""教育科技""]",,3,青易险,,垃圾桶满溢算法,一级审批,青岛海信网络科技股份有限公司,2,,按需可议,,,,
3,,"""本算法可通过高点监控摄像机实时检测森林场景中的火情，支持识别烟火、烟雾、明火三类目标，通过分析视频画面中的像素变化、颜色特征和动态变化特征等信息，识别火情，一旦检测到，立即告警，报警信息包括火情告警图片、告警时间和告警点位等，便于相关人员及时处理，保障人们的生命财产安全。
算法精度：准确率≥95%，召回率≥90%""
",4,数据报告,,0,1,1146114347723014144,3,[3],"[""教育科技""]",,3,青易险,,森林火点检测算法,一级审批,青岛海信网络科技股份有限公司,2,,按需可议,,,,
3,,"""面向城市道路低洼处、桥洞口、隧道等容易出现积水的区域，城市积水检测算法可检测划定区域内积水的位置、面积，支持同一画面区域多个积水点的检测，支持黄色、浑浊等多种类型积水的检测，当检测到积水范围大于设定积水阈值区域时，则立即告警，报警信息包括积水告警图片、告警时间和告警区域。
算法精度：准确率≥95%，召回率≥90%""
",4,数据报告,,0,1,1146114726896484352,3,[3],"[""教育科技""]",,3,青易险,,城市积水检测算法,一级审批,青岛海信网络科技股份有限公司,2,,按需可议,,,,
3,," 浩鲸科技围绕数据治理咨询方法、数据资产持续运营，通过“盘一规一融一评”数据治理的四轮驱动法，为客户提供数据治理方法论、平台工具及服务，助力行业客户快速构建体系化、平台化、高效化的数据治理能力，加快行业客户数字化转型进程。
浩鲸数据治理服务，形成了统一平台、统一数据标准体系以及统一指标体系；
1、形成包括数据归集规范、数据开发规范、数据服务规范、数据模型标准规范、数据质量规范、数据安全规范等统一的标准规范体系，指导数据中台、数据治理和数据应用建设。
2、统一平台开始数据治理实施，实现数据统一接入、统一链路，对实时数据、离线数据、iot数据等外部数据进行统一管理，并对外统一提供数据共享服务；
3、统一的指标体系，支撑精准分析和运营；跟踪指标数据质量，确定数据质量规则并配置定期稽核。
4、数据落库管理，对标指标库，提供数据回溯，同时也为后续数据共享与应用提供数据基础。",4,数据报告,,0,1,1174338668637274112,20,[20],"[""其他""]",,,,,数据治理服务,一级审批,浩鲸云计算科技股份有限公司,2,,按需可议,,,,
3,,"""本算法可实时检测电动车进入楼内的行为，支持识别不同型号、不同角度、部分遮挡情况下的电动车检测，一旦检测到该行为，可联动设备进行快速报警提醒，报警内容包括电动车进入告警图片、告警时间、告警区域等，便于工作人员及时提醒制止，避免潜在的火灾风险。
算法精度：准确率≥90%，召回率≥90%""
",4,数据报告,,0,1,1146135285722136576,6,[6],"[""社保就业""]",,6,青易保,,电动车进入楼内检测算法,一级审批,青岛海信网络科技股份有限公司,2,,按需可议,,,,
3,,面对青岛各行业经济景气分析的需求，通过整合各行业日电量核心数据，以标准化数据治理为抓手赋能电力经济态势研判。,4,数据报告,,0,1,1170161252691951616,20,[20],"[""其他""]",,6,青易保,,电力看行业数据产品,一级审批,国网山东省电力公司青岛供电公司,2,,协商议价,,12,其他,
3,,青岛城运控股集团基于数据资产化成果，以数据要素为核心驱动，深度融合碳普惠机制，展现出多维度的关键价值。通过全链路数据采集网络，涵盖了公交运营数据、能源消耗数据和碳资产核算数据。,1,API,,0,1,1107034311104712704,"2,20","[2, 20]","[""交通出行"", ""其他""]",,3,青易险,,公交智慧运营与碳普惠融合数据,一级审批,青岛城运数字科技有限公司,2,,面议,,,,
3,,青岛市数字一体化电子保函平台，基于市行政审批局、市住建局等部门数据，推出工程投标保函服务。保函由金融机构开具，可替代传统投标保证金，为投标人在工程建设项目的投标环节提供担保。在包含办理过程中，平台自动核验企业与项目信息，供金融机构线上审批，在节省企业资金占用的同时，进一步提升包含办理效率和用户体验。,1,API,,0,1,1104119083786358784,1,[1],"[""地理空间""]",,1,青易核,,工程投标保函服务,一级审批,国函通科技有限公司,2,,线下确认,,3,青易险,
3,,面向保险公司，提供投保人健康状况核验服务。使用方法：传入投保人身份信息与授权材料，返回投保人健康风险等级。健康风险等级，基于投保人在青就医记录，利用健康风险测评模型计算得出。,1,API,,0,5,1003371932190826496,12,[12],"[""卫生健康""]",,2,青易信,,翼方健数智慧核保查询,一级审批,翼方健数（山东）信息科技有限公司,2,,面议,,6,青易保,
3,,借助深度学习技术，实现声音的高精度还原，并能在秒级内完成复刻。适用于配音、声音模拟以及个性化语音服务等多个领域。,1,API,,0,1,1100147228976263168,1,[1],"[""地理空间""]",,1,青易核,,标贝科技大模型声音复刻,一级审批,标贝（青岛）科技有限公司,2,,面议,,,,
3,,船舶实时靠离港数据，管理船舶在港的动态情况。,1,API,,0,2,1103017357100503040,20,[20],"[""其他""]",,,,,船舶在港动态跟踪,一级审批,太一数据科技（山东）有限公司,2,,面议,,,,
3,,获取企业在沪深市场的股票融资数据，返回首发、增发、配股融资中的发行日期、上市日期、融资金额、发行数量等信息。,1,API,,0,3,1127945706846953472,1,[1],"[""地理空间""]",,1,青易核,,企业股票融资数据,一级审批,青岛金企通信息服务有限公司,2,,协商议价,,2,青易信,
3,,基于0.5米遥感影像，生产建筑物、道路、植被、水系等二维框架数据。结合外业调绘地名地址、DEM、DSM赋值底部高程和顶部高程，形成三维框架数据库,2,数据集,,0,1,1137731525830512640,1,[1],"[""地理空间""]",,,,,三维框架数据库,一级审批,青岛市勘察测绘研究院,2,,根据采购范围、精度、数据使用授权方式等确定具体价格,,,,
3,,将建筑物、道路、水系、植被等要素三维化配图，形成城市三维电子地图。具有形象直观、位置精确、真实立体反映城市空间信息的特点。,2,数据集,,0,1,1137784359624118272,1,[1],"[""地理空间""]",,,,,城市框架立体地图,一级审批,青岛市勘察测绘研究院,2,,根据采购范围、精度、数据使用授权方式等确定具体价格。,,,,
3,,"在城市三维电子地图基础上，增加电杆、高压线塔、电力线、风力发电塔等障碍物以及场站、禁飞区等专题信息，为低空航路图规划设计提供底图支撑。
",2,数据集,,0,1,1137784754983407616,1,[1],"[""地理空间""]",,,,,低空航路立体地图,一级审批,青岛市勘察测绘研究院,2,,根据采购范围、精度、数据使用授权方式等确定具体价格。,,,,
3,,全国地址标准化和经纬度匹配服务。,1,API,,0,5,1134577748319408129,6,[6],"[""社保就业""]",,6,青易保,,地址标准化及经纬度匹配服务,一级审批,乾健科技有限公司,2,,每条1元,,12,其他,
3,,标贝易采是一款集语音、图像、视频采集为一体的数据采集工具，任务灵活，可实现多种复杂类型项目的采检验全栈式服务及解决方案。,1,API,,0,1,1100149733617479680,6,[6],"[""社保就业""]",,6,青易保,,标贝易采,一级审批,标贝（青岛）科技有限公司,2,,面议,,12,其他,
3,,区域的一般公共预算收入、一般公共预算支出、转移性收入、转移性支出、税收收入、转移支付收入等财政数据,1,API,,0,4,1134465253869096960,1,[1],"[""地理空间""]",,1,青易核,,区域财政数据,一级审批,青岛金企通信息服务有限公司,2,,/,,1,青易核,
3,,全面掌握货物进入码头后的箱动态信息,1,API,,0,3,1103015048270368768,20,[20],"[""其他""]",,,,,码头货物动态智能跟踪,一级审批,太一数据科技（山东）有限公司,2,,面议,,,,
3,,实时掌握集装箱在场站的发运与使用情况，精准追踪用箱动态，确保物流运输链路的顺畅与高效，为物流运输截点的顺畅衔接提供有力保障。,1,API,,0,3,1103012232210468864,20,[20],"[""其他""]",,,,,集装箱场站用箱动态管理,一级审批,太一数据科技（山东）有限公司,2,,面议,,,,
3,,全面掌握货物进入码头后的箱动态信息,1,API,,0,3,1103015048270368768,20,[20],"[""其他""]",,,,,码头货物动态智能跟踪,一级审批,太一数据科技（山东）有限公司,2,,面议,,,,
3,,《人工智能产业分析指数》基于数据流通基础设施，通过连接器实现跨城市、跨区域、跨企业数据互联互通。该指数聚焦AI战略产业，通过“产业全景、企业热力、政策沙盘、园区对标、科研聚合”五大维度，解析全国近30万家AI企业、6951项政策及80个重点园区数据。,1,API,,0,1,1138551379280302080,6,[6],"[""社保就业""]",,6,青易保,,人工智能产业分析指数,一级审批,青岛兮易信息技术有限公司,2,,线下协商,,12,其他,
3,,"在城市三维电子地图基础上，突出建筑物、宗地、住户之间关系，为“地楼房人”一体化管理提供基础底图支撑。
",2,数据集,,0,1,1137785089621757952,1,[1],"[""地理空间""]",,,,,楼宇空间立体地图,一级审批,青岛市勘察测绘研究院,2,,根据采购范围、精度、数据使用授权方式等确定具体价格。,,,,
3,,《上合示范区多式联运物流行业空间数据》通过上合示范区多式联运综合服务平台业务系统在为用户提供物流追踪服务的过程中采集形成，经加工治理后形成该数据资源集。可应用于跨境货物运输实时监控货物状态等业务场景，有助于企业掌握物流运输各节点，保证货物运输的真实性、连续性。,1,API,,0,3,1074063891579215872,20,[20],"[""其他""]",,,,,上合示范区多式联运物流行业空间数据,一级审批,青岛上合现代物流发展有限公司,2,,线下协商,,,,
3,,集线上投保+事故预防服务，通过连接安责险各方主体，形成集中服务投保企业、保险公司、专门安评机构、监管部门，并同步发挥辅助监管职能。一方面与保险公司核心生产系统对接，推动产品上线；另一方面向投保企业，提供实时在线投保、理赔服务、事故预防服务等。,1,API,,0,1,1104119439001964544,1,[1],"[""地理空间""]",,1,青易核,,安责险数据模型,一级审批,国函通科技有限公司,2,,线下磋商,,,,
3,,基于0.5米遥感影像，生产建筑物、道路、植被、水系等二维框架数据。结合外业调绘地名地址、DEM、DSM赋值底部高程和顶部高程，形成三维框架数据库,2,数据集,,0,1,1137731525830512640,1,[1],"[""地理空间""]",,,,,三维框架数据库,一级审批,青岛市勘察测绘研究院,2,,根据采购范围、精度、数据使用授权方式等确定具体价格,,,,
